[    0.000000] Linux version 5.19.0-50-generic (buildd@lcy02-amd64-030) (x86_64-linux-gnu-gcc (Ubuntu 11.3.0-1ubuntu1~22.04.1) 11.3.0, GNU ld (GNU Binutils for Ubuntu) 2.38) #50-Ubuntu SMP PREEMPT_DYNAMIC Mon Jul 10 18:24:29 UTC 2023 (Ubuntu 5.19.0-50.50-generic 5.19.17)
[    0.000000] Command line: BOOT_IMAGE=/boot/vmlinuz-5.19.0-50-generic root=UUID=c612be2b-648d-45be-a127-1a9cc23dac69 ro find_preseed=/preseed.cfg auto noprompt priority=critical locale=en_US quiet splash
[    0.000000] KERNEL supported cpus:
[    0.000000]   Intel GenuineIntel
[    0.000000]   AMD AuthenticAMD
[    0.000000]   Hygon HygonGenuine
[    0.000000]   Centaur CentaurHauls
[    0.000000]   zhaoxin   Shanghai  
[    0.000000] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
[    0.000000] x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
[    0.000000] x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
[    0.000000] x86/fpu: Supporting XSAVE feature 0x200: 'Protection Keys User registers'
[    0.000000] x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
[    0.000000] x86/fpu: xstate_offset[9]:  832, xstate_sizes[9]:    8
[    0.000000] x86/fpu: Enabled xstate features 0x207, context size is 840 bytes, using 'compacted' format.
[    0.000000] signal: max sigframe size: 3632
[    0.000000] BIOS-provided physical RAM map:
[    0.000000] BIOS-e820: [mem 0x0000000000000000-0x000000000009e7ff] usable
[    0.000000] BIOS-e820: [mem 0x000000000009e800-0x000000000009ffff] reserved
[    0.000000] BIOS-e820: [mem 0x00000000000dc000-0x00000000000fffff] reserved
[    0.000000] BIOS-e820: [mem 0x0000000000100000-0x00000000bfecffff] usable
[    0.000000] BIOS-e820: [mem 0x00000000bfed0000-0x00000000bfefefff] ACPI data
[    0.000000] BIOS-e820: [mem 0x00000000bfeff000-0x00000000bfefffff] ACPI NVS
[    0.000000] BIOS-e820: [mem 0x00000000bff00000-0x00000000bfffffff] usable
[    0.000000] BIOS-e820: [mem 0x00000000f0000000-0x00000000f7ffffff] reserved
[    0.000000] BIOS-e820: [mem 0x00000000fec00000-0x00000000fec0ffff] reserved
[    0.000000] BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff] reserved
[    0.000000] BIOS-e820: [mem 0x00000000fffe0000-0x00000000ffffffff] reserved
[    0.000000] BIOS-e820: [mem 0x0000000100000000-0x000000023fffffff] usable
[    0.000000] NX (Execute Disable) protection: active
[    0.000000] SMBIOS 2.7 present.
[    0.000000] DMI: VMware, Inc. VMware Virtual Platform/440BX Desktop Reference Platform, BIOS 6.00 11/12/2020
[    0.000000] vmware: hypercall mode: 0x02
[    0.000000] Hypervisor detected: VMware
[    0.000000] vmware: TSC freq read from hypervisor : 3417.604 MHz
[    0.000000] vmware: Host bus clock speed read from hypervisor : 66000000 Hz
[    0.000000] vmware: using clock offset of 3753393254 ns
[    0.000009] tsc: Detected 3417.604 MHz processor
[    0.001029] e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
[    0.001031] e820: remove [mem 0x000a0000-0x000fffff] usable
[    0.001034] last_pfn = 0x240000 max_arch_pfn = 0x400000000
[    0.001053] x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
[    0.001061] total RAM covered: 261120M
[    0.001127]  gran_size: 64K 	chunk_size: 64K 	num_reg: 8  	lose cover RAM: 0G
[    0.001150]  gran_size: 256K 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001151]  gran_size: 256K 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001152]  gran_size: 256K 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001152]  gran_size: 256K 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001153]  gran_size: 256K 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001154]  gran_size: 256K 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001154]  gran_size: 256K 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001155]  gran_size: 256K 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001155]  gran_size: 256K 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001156]  gran_size: 512K 	chunk_size: 512K 	num_reg: 8  	lose cover RAM: 0G
[    0.001157]  gran_size: 512K 	chunk_size: 1M 	num_reg: 8  	lose cover RAM: 0G
[    0.001157]  gran_size: 512K 	chunk_size: 2M 	num_reg: 8  	lose cover RAM: 0G
[    0.001158]  gran_size: 512K 	chunk_size: 4M 	num_reg: 8  	lose cover RAM: 0G
[    0.001159]  gran_size: 512K 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001159]  gran_size: 512K 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001160]  gran_size: 512K 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001160]  gran_size: 512K 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001161]  gran_size: 512K 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001162]  gran_size: 512K 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001162]  gran_size: 512K 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001163]  gran_size: 512K 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001164]  gran_size: 512K 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001164]  gran_size: 1M 	chunk_size: 1M 	num_reg: 8  	lose cover RAM: 0G
[    0.001165]  gran_size: 1M 	chunk_size: 2M 	num_reg: 8  	lose cover RAM: 0G
[    0.001166]  gran_size: 1M 	chunk_size: 4M 	num_reg: 8  	lose cover RAM: 0G
[    0.001166]  gran_size: 1M 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001167]  gran_size: 1M 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001167]  gran_size: 1M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001168]  gran_size: 1M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001169]  gran_size: 1M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001169]  gran_size: 1M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001170]  gran_size: 1M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001171]  gran_size: 1M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001171]  gran_size: 1M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001172]  gran_size: 2M 	chunk_size: 2M 	num_reg: 8  	lose cover RAM: 0G
[    0.001172]  gran_size: 2M 	chunk_size: 4M 	num_reg: 8  	lose cover RAM: 0G
[    0.001173]  gran_size: 2M 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001174]  gran_size: 2M 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001174]  gran_size: 2M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001175]  gran_size: 2M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001176]  gran_size: 2M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001176]  gran_size: 2M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001177]  gran_size: 2M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001177]  gran_size: 2M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001178]  gran_size: 2M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001179]  gran_size: 4M 	chunk_size: 4M 	num_reg: 8  	lose cover RAM: 0G
[    0.001179]  gran_size: 4M 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001180]  gran_size: 4M 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001181]  gran_size: 4M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001181]  gran_size: 4M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001182]  gran_size: 4M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001182]  gran_size: 4M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001183]  gran_size: 4M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001184]  gran_size: 4M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001184]  gran_size: 4M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001185]  gran_size: 8M 	chunk_size: 8M 	num_reg: 8  	lose cover RAM: 0G
[    0.001185]  gran_size: 8M 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001186]  gran_size: 8M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001187]  gran_size: 8M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001187]  gran_size: 8M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001188]  gran_size: 8M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001189]  gran_size: 8M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001189]  gran_size: 8M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001190]  gran_size: 8M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001190]  gran_size: 16M 	chunk_size: 16M 	num_reg: 8  	lose cover RAM: 0G
[    0.001191]  gran_size: 16M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001192]  gran_size: 16M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001192]  gran_size: 16M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001193]  gran_size: 16M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001194]  gran_size: 16M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001194]  gran_size: 16M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001195]  gran_size: 16M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001196]  gran_size: 32M 	chunk_size: 32M 	num_reg: 8  	lose cover RAM: 0G
[    0.001196]  gran_size: 32M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001197]  gran_size: 32M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001198]  gran_size: 32M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001198]  gran_size: 32M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001199]  gran_size: 32M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001199]  gran_size: 32M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001200]  gran_size: 64M 	chunk_size: 64M 	num_reg: 8  	lose cover RAM: 0G
[    0.001201]  gran_size: 64M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001201]  gran_size: 64M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001202]  gran_size: 64M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001203]  gran_size: 64M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001203]  gran_size: 64M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001204]  gran_size: 128M 	chunk_size: 128M 	num_reg: 8  	lose cover RAM: 0G
[    0.001205]  gran_size: 128M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001205]  gran_size: 128M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001206]  gran_size: 128M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001206]  gran_size: 128M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001207]  gran_size: 256M 	chunk_size: 256M 	num_reg: 8  	lose cover RAM: 0G
[    0.001208]  gran_size: 256M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001208]  gran_size: 256M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001209]  gran_size: 256M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001210]  gran_size: 512M 	chunk_size: 512M 	num_reg: 8  	lose cover RAM: 0G
[    0.001210]  gran_size: 512M 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001211]  gran_size: 512M 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001211]  gran_size: 1G 	chunk_size: 1G 	num_reg: 8  	lose cover RAM: 0G
[    0.001212]  gran_size: 1G 	chunk_size: 2G 	num_reg: 8  	lose cover RAM: 0G
[    0.001213]  gran_size: 2G 	chunk_size: 2G 	num_reg: 7  	lose cover RAM: 1G
[    0.001213] mtrr_cleanup: can not find optimal value
[    0.001214] please specify mtrr_gran_size/mtrr_chunk_size
[    0.001218] e820: update [mem 0xc0000000-0xffffffff] usable ==> reserved
[    0.001223] last_pfn = 0xc0000 max_arch_pfn = 0x400000000
[    0.006702] found SMP MP-table at [mem 0x000f6a70-0x000f6a7f]
[    0.006717] Using GB pages for direct mapping
[    0.006718] Incomplete global flushes, disabling PCID
[    0.006772] RAMDISK: [mem 0x2f4bd000-0x33a55fff]
[    0.006776] ACPI: Early table checksum verification disabled
[    0.006779] ACPI: RSDP 0x00000000000F6A00 000024 (v02 PTLTD )
[    0.006782] ACPI: XSDT 0x00000000BFEDB633 00005C (v01 INTEL  440BX    06040000 VMW  01324272)
[    0.006786] ACPI: FACP 0x00000000BFEFEE73 0000F4 (v04 INTEL  440BX    06040000 PTL  000F4240)
[    0.006792] ACPI: DSDT 0x00000000BFEDD001 021E72 (v01 PTLTD  Custom   06040000 MSFT 03000001)
[    0.006796] ACPI: FACS 0x00000000BFEFFFC0 000040
[    0.006797] ACPI: FACS 0x00000000BFEFFFC0 000040
[    0.006799] ACPI: BOOT 0x00000000BFEDCFB4 000028 (v01 PTLTD  $SBFTBL$ 06040000  LTP 00000001)
[    0.006802] ACPI: APIC 0x00000000BFEDC872 000742 (v01 PTLTD  ? APIC   06040000  LTP 00000000)
[    0.006804] ACPI: MCFG 0x00000000BFEDC836 00003C (v01 PTLTD  $PCITBL$ 06040000  LTP 00000001)
[    0.006806] ACPI: SRAT 0x00000000BFEDB72F 0008D0 (v02 VMWARE MEMPLUG  06040000 VMW  00000001)
[    0.006808] ACPI: HPET 0x00000000BFEDB6F7 000038 (v01 VMWARE VMW HPET 06040000 VMW  00000001)
[    0.006810] ACPI: WAET 0x00000000BFEDB6CF 000028 (v01 VMWARE VMW WAET 06040000 VMW  00000001)
[    0.006811] ACPI: Reserving FACP table memory at [mem 0xbfefee73-0xbfefef66]
[    0.006812] ACPI: Reserving DSDT table memory at [mem 0xbfedd001-0xbfefee72]
[    0.006812] ACPI: Reserving FACS table memory at [mem 0xbfefffc0-0xbfefffff]
[    0.006813] ACPI: Reserving FACS table memory at [mem 0xbfefffc0-0xbfefffff]
[    0.006813] ACPI: Reserving BOOT table memory at [mem 0xbfedcfb4-0xbfedcfdb]
[    0.006814] ACPI: Reserving APIC table memory at [mem 0xbfedc872-0xbfedcfb3]
[    0.006814] ACPI: Reserving MCFG table memory at [mem 0xbfedc836-0xbfedc871]
[    0.006814] ACPI: Reserving SRAT table memory at [mem 0xbfedb72f-0xbfedbffe]
[    0.006815] ACPI: Reserving HPET table memory at [mem 0xbfedb6f7-0xbfedb72e]
[    0.006815] ACPI: Reserving WAET table memory at [mem 0xbfedb6cf-0xbfedb6f6]
[    0.006835] system APIC only can use physical flat
[    0.006835] Setting APIC routing to physical flat.
[    0.006861] SRAT: PXM 0 -> APIC 0x00 -> Node 0
[    0.006862] SRAT: PXM 0 -> APIC 0x01 -> Node 0
[    0.006863] SRAT: PXM 0 -> APIC 0x02 -> Node 0
[    0.006863] SRAT: PXM 0 -> APIC 0x04 -> Node 0
[    0.006863] SRAT: PXM 0 -> APIC 0x05 -> Node 0
[    0.006864] SRAT: PXM 0 -> APIC 0x06 -> Node 0
[    0.006864] SRAT: PXM 0 -> APIC 0x08 -> Node 0
[    0.006864] SRAT: PXM 0 -> APIC 0x09 -> Node 0
[    0.006865] SRAT: PXM 0 -> APIC 0x0a -> Node 0
[    0.006865] SRAT: PXM 0 -> APIC 0x0c -> Node 0
[    0.006865] SRAT: PXM 0 -> APIC 0x0d -> Node 0
[    0.006866] SRAT: PXM 0 -> APIC 0x0e -> Node 0
[    0.006866] SRAT: PXM 0 -> APIC 0x10 -> Node 0
[    0.006866] SRAT: PXM 0 -> APIC 0x11 -> Node 0
[    0.006867] SRAT: PXM 0 -> APIC 0x12 -> Node 0
[    0.006867] SRAT: PXM 0 -> APIC 0x14 -> Node 0
[    0.006867] SRAT: PXM 0 -> APIC 0x15 -> Node 0
[    0.006868] SRAT: PXM 0 -> APIC 0x16 -> Node 0
[    0.006868] SRAT: PXM 0 -> APIC 0x18 -> Node 0
[    0.006868] SRAT: PXM 0 -> APIC 0x19 -> Node 0
[    0.006869] SRAT: PXM 0 -> APIC 0x1a -> Node 0
[    0.006869] SRAT: PXM 0 -> APIC 0x1c -> Node 0
[    0.006869] SRAT: PXM 0 -> APIC 0x1d -> Node 0
[    0.006870] SRAT: PXM 0 -> APIC 0x1e -> Node 0
[    0.006870] SRAT: PXM 0 -> APIC 0x20 -> Node 0
[    0.006870] SRAT: PXM 0 -> APIC 0x21 -> Node 0
[    0.006871] SRAT: PXM 0 -> APIC 0x22 -> Node 0
[    0.006871] SRAT: PXM 0 -> APIC 0x24 -> Node 0
[    0.006871] SRAT: PXM 0 -> APIC 0x25 -> Node 0
[    0.006872] SRAT: PXM 0 -> APIC 0x26 -> Node 0
[    0.006872] SRAT: PXM 0 -> APIC 0x28 -> Node 0
[    0.006872] SRAT: PXM 0 -> APIC 0x29 -> Node 0
[    0.006873] SRAT: PXM 0 -> APIC 0x2a -> Node 0
[    0.006873] SRAT: PXM 0 -> APIC 0x2c -> Node 0
[    0.006873] SRAT: PXM 0 -> APIC 0x2d -> Node 0
[    0.006873] SRAT: PXM 0 -> APIC 0x2e -> Node 0
[    0.006874] SRAT: PXM 0 -> APIC 0x30 -> Node 0
[    0.006874] SRAT: PXM 0 -> APIC 0x31 -> Node 0
[    0.006874] SRAT: PXM 0 -> APIC 0x32 -> Node 0
[    0.006875] SRAT: PXM 0 -> APIC 0x34 -> Node 0
[    0.006875] SRAT: PXM 0 -> APIC 0x35 -> Node 0
[    0.006875] SRAT: PXM 0 -> APIC 0x36 -> Node 0
[    0.006876] SRAT: PXM 0 -> APIC 0x38 -> Node 0
[    0.006876] SRAT: PXM 0 -> APIC 0x39 -> Node 0
[    0.006876] SRAT: PXM 0 -> APIC 0x3a -> Node 0
[    0.006877] SRAT: PXM 0 -> APIC 0x3c -> Node 0
[    0.006877] SRAT: PXM 0 -> APIC 0x3d -> Node 0
[    0.006877] SRAT: PXM 0 -> APIC 0x3e -> Node 0
[    0.006878] SRAT: PXM 0 -> APIC 0x40 -> Node 0
[    0.006878] SRAT: PXM 0 -> APIC 0x41 -> Node 0
[    0.006878] SRAT: PXM 0 -> APIC 0x42 -> Node 0
[    0.006879] SRAT: PXM 0 -> APIC 0x44 -> Node 0
[    0.006879] SRAT: PXM 0 -> APIC 0x45 -> Node 0
[    0.006879] SRAT: PXM 0 -> APIC 0x46 -> Node 0
[    0.006880] SRAT: PXM 0 -> APIC 0x48 -> Node 0
[    0.006880] SRAT: PXM 0 -> APIC 0x49 -> Node 0
[    0.006880] SRAT: PXM 0 -> APIC 0x4a -> Node 0
[    0.006881] SRAT: PXM 0 -> APIC 0x4c -> Node 0
[    0.006881] SRAT: PXM 0 -> APIC 0x4d -> Node 0
[    0.006881] SRAT: PXM 0 -> APIC 0x4e -> Node 0
[    0.006882] SRAT: PXM 0 -> APIC 0x50 -> Node 0
[    0.006882] SRAT: PXM 0 -> APIC 0x51 -> Node 0
[    0.006882] SRAT: PXM 0 -> APIC 0x52 -> Node 0
[    0.006883] SRAT: PXM 0 -> APIC 0x54 -> Node 0
